,Taxon,states,Locomotor Mode Notes,Source (Author; Title; Year),Scoring_1,Locomotor type,Add. Notes,Geographic Region,Taxon_Loc1,Taxon_Loc2,Taxon_clade,Geo_1,Multiple_Geo,Total Length,Head/Body Length,Tail Length,TAIL_Index,Hind Foot Length,Ear Length,Adult.mass.g,Tail/Body ratio,HindFoot/Body ratio,litter size,Genus,Species,"Mass(from lit, not averages)",Sequence_data _NOT UPDATED
Uromys_neobritannicus,Uromys_neobritannicus,A,arboreal and excellent climbers (Nowak).,"Flannery, Mammals of the South-West Pacific & Moluccan Islands p. 174 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 809",1,,Locomotor mode note general about genus,New Britain,3,,1,5,,524,266,258,0.492366412,53,28,633.745,0.969924812,0.19924812,NA,Uromys,neobritannicus,655,N
Hydromys_chrysogaster,Hydromys_chrysogaster,SA,"Found in a variety of habitats always associated with the water, including coastal mangrove swamps at sea level. Has the ability to thrive in essentially marine environements. Shelters in burrows during the day. / Adaptations for aquatic life are brooad, paticularly webbed hindfeet and waterproof fur. Slightly clumsy on land, it can climb hollow trees in search of prey but takes most of its food from the water. ","Flannery, Mammals of New Guniea p.236 / Strahan, Complete Book of Australian Mammals p. 367 / Flannery, Mammals of the South-West Pacific & Moluccan Islands p. 126",2,,,New Guinea and surrounding islands/ Australia ,3,1,1,5,,541.1,281.8,259.3,0.479209019,61.9,17.3,659.3233333,0.920156139,0.219659333,3.655,Hydromys,chrysogaster,451.8,Y
Mesembriomys_gouldii,Mesembriomys_gouldii,A,"Shelters in hollows of standing or fallen trees. Commonly found in roofs of buildings. When disturbed on the ground it runs rapidly to a tree and quickly ascends, often disappearing into a hollow. ","Strahan, Complete Book of Australian Mammals p. 384 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 815",1,,,"Australia/ Cape York Peninsula of northern Queensland, Melville, and Bathurst islands",3,,1,5,,675,300,375,0.555555556,67,46,800,1.25,0.223333333,1.915,Mesembriomys,gouldii,718.3,Y
Uromys_anak,Uromys_anak,A,nests in trees and has been found in caves,"Flannery, Mammals of New Guniea p.322",1,,,New Guinea ,3,,1,5,,661,317,344,0.520423601,71.1,21.6,812.19,1.085173502,0.224290221,4.3,Uromys,anak,879,N
Hyomys_goliath,Hyomys_goliath,C,"Its burrow or nest seems to be invariably on the ground, in holes under tree roots or under fallen trees or rocks/ Although it climbs readily it seems more terrestrial than Mallomys and is said to make a large nest of leaves between tree roots, between rocks, or in a hollow log.","Flannery, Mammals of New Guniea p.279 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 808",1,,,New Guinea ,3,,1,5,,636.5,324.5,312,0.490180676,59.4,24.8,844.62,0.961479199,0.183050848,1,Hyomys,goliath,822.5,Y
Hyomys_dammermani,Hyomys_dammermani,C,It inhabits burrows in the ground and is largely terrestrial. Does possess the ability to scramble onto stumps,"Flannery, Mammals of New Guniea p.276",2,,,New Guinea ,3,,1,5,,593,320,273,0.460370995,52.1,24.7,906.25,0.853125,0.1628125,1.07,Hyomys,dammermani,880,N
Xenuromys_barbatus,Xenuromys_barbatus,T,"primarily terrestrial, favours rocky areas","Flannery, Mammals of New Guniea p.326",2,saxicolus,,New Guinea,3,,1,5,,578,316,262,0.453287197,62.9,28.5,987.65,0.829113924,0.199050633,1.76,Xenuromys,barbatus,1000,Y
Solomys_ponceleti,Solomys_ponceleti,A,Makes large stick-nests in trees,"Flannery, Mammals of the South-West Pacific & Moluccan Islands p. 163",1,,,"Bougainville, Buka (fossil), Choiseul",3,,1,5,,695,330,365,0.525179856,77,26,1000,1.106060606,0.233333333,NA,Solomys,ponceleti,1000,N
Uromys_imperator,Uromys_imperator,T,"Appears to have been largely terrestrial, Thomas (1888d) suggested that because of its short tail and the morphology of the feet, The Emperor Rat was terrestrial","Flannery, Mammals of the South-West Pacific & Moluccan Islands p. 173",2,,Extinct,Guadalcanal,3,,1,5,,608,350,258,0.424342105,66,19,1000,0.737142857,0.188571429,NA,Uromys,imperator,1000,N
Mallomys_rothschildi,Mallomys_rothschildi,A,"Rests by day in an epiphyte or tree hollow up to ten metres above the ground, also found deep inside a cave. The frequency with which they climbed at least 3 metres into trees indicates they are scansorial. Fed mainly arboreally/ seems to be mainly arboreal","Flannery, Mammals of New Guniea p.291 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 804",1,,Second locomotor mode note is general about genus,New Guinea,3,1,1,5,,759.7,380,379.7,0.499802554,65.1,26.6,1157.9,0.999210526,0.17131579,1.02,Mallomys,rothschildi,1158.3,N
Crateromys_schadenbergi,Crateromys_schadenbergi,A,"Primarily arboreal/ Arborealityis common also to C. schadenbergi(Musser and Gordon, 1981).","Heany, The Mammals of Luzon Island pg. 128 / Musser et al., Novitates #2821 Philippine Rats: A new species of Crateromys from Dinagat Island p.15",1,,,Philippines,1,,1,9,,681.5,360.8,405.7,0.595304475,77.5,25.3,1450,1.124445676,0.214800444,NA,Crateromys,schadenbergi,1450,N
Mallomys_aroaensis,Mallomys_aroaensis,C,All known records suggests that it nests in burrows. Climbs into trees at night to feed/ seems to be mainly arboreal,"Flannery, Mammals of New Guniea p.285 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 807",1,,Second locomotor mode note is general about genus,New Guinea,3,1,1,5,,804,410,394,0.490049751,72,27,1731.995,0.96097561,0.175609756,1.02,Mallomys,aroaensis,1800,Y
Phloeomys_cumingi,Phloeomys_cumingi,A,"Nest in hollow trees and hollow logs, forage mostly in trees (but sometimes on the ground). / The feet are large and wide, adapted to arboreal life, and the foreclaws are large. They are apparently mainly arboreal","Heany, The Mammals of Luzon Island p. 133 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 800",1,,second locomotor mode notes were general for genus,Philippines,1,,1,9,,711.5,417.5,294,0.413211525,79.5,35.5,1896.23,0.704191617,0.190419162,1,Phloeomys,cumingi,1950,Y
Mallomys_istapantap,Mallomys_istapantap,C,"A nest was found at the end of a burrow in a moss mound, one was also located in a lair on the ground/ seems to be mainly arboreal","Flannery, Mammals of New Guniea p.288 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 804",1,,Second locomotor mode note is general about genus,New Guinea,3,1,1,5,,747,411,336,0.449799197,70.5,30.5,1970.215,0.817518248,0.171532847,1.07,Mallomys,istapantap,1950,Y
Mallomys_gunung,Mallomys_gunung,C,"Little is known about its natural history, although Hope (1976) notes that '...there seems to be no doubt that on Mount Jaya this species [most probably Mallomys gunung] inhabits not only the grasslands of the Kembau Plateau, but the most barren and inhospitable areas of the mountain as well...'/ seems to be mainly arboreal","Flannery, Mammals of New Guniea p.286 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 804",1,,Second locomotor mode note is general about genus,New Guinea,3,1,1,5,,779,417,362,0.464698331,72,35.4,2020.735,0.868105516,0.172661871,NA,Mallomys,gunung,2000,N
Phloeomys_pallidus,Phloeomys_pallidus,A,"Forages in trees and on the ground. Nest in hollow trees and logs. / The feet are large and wide, adapted to arboreal life, and the foreclaws are large. They are apparently mainly arboreal","Heany, The Mammals of Luzon Island p. 134 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 800",1,,second locomotor mode notes were general for genus,Philippines,1,,1,9,,738.5,404,334.5,0.452945159,85,36.5,2097.07,0.827970297,0.21039604,NA,Phloeomys,pallidus,2450,Y
Aethomys_granti,Aethomys_granti,T,"Prefers rocky terrain, found in fynbos, succulent karoo and nama-karoo biomes","Kingdon, Mammals of Africa p. 367",2,,,Africa,,,,8,,228.6,111.8,116.8,0.510936133,24.1,17.6,NA,1.044722719,0.215563506,NA,Aethomys,granti,,N
Baiyankamys_habbema,Baiyankamys_habbema,SA,"Found alongside rivers and streams, burrows normally placed near stream banks. Feeds both on the banks or streams and in the water.",Helgen 2005 Baiyankamys Hydromys,2,,syn. Hydromys habbema (found on IUNC redlist),New Guinea,3,1,1,5,,317,147,170,0.536277603,36,9,NA,1.156462585,0.244897959,NA,Baiyankamys,habbema,,Y
Baiyankamys_shawmayeri,Baiyankamys_shawmayeri,T,"Found alongside rivers and streams, burrows normally placed near stream banks. Feeds both on the banks or streams and in the water.","Flannery, Mammals of New Guniea p.240",1,,syn. Hydromys shawmayeri (found on IUNC redlist),New Guinea,3,1,1,5,,322,146,176,0.546583851,36.5,13,NA,1.205479452,0.25,NA,Baiyankamys,shawmayeri,,N
Coccymys_kirrhos,Coccymys_kirrhos,,,,,,,New Guinea,3,1,1,5,,,,,#DIV/0!,,,NA,#DIV/0!,#DIV/0!,NA,Coccymys,kirrhos,,N
Grammomys_selousi,Grammomys_selousi,A,Elton Traits,,,,,,,,,8,,,,,#DIV/0!,,,NA,#DIV/0!,#DIV/0!,NA,Grammomys,selousi,,N
Hydromys_hussoni,Hydromys_hussoni,T,Common in the Wissel Lakes region,"Flannery, Mammals of New Guniea p.239",,,,New Guinea ,3,1,1,5,,285,154,131,0.459649123,28.3,12.2,NA,0.850649351,0.183766234,NA,Hydromys,hussoni,,N
Hydromys_ziegleri,Hydromys_ziegleri,SA,semi-aquatic,Helgen 2005 Baiyankamys Hydromys,2,,,Papua New Guinea,3,1,1,5,,250,132,118,0.472,29,13,NA,0.893939394,0.21969697,NA,Hydromys,ziegleri,,N
Hylomyscus_endorobae,Hylomyscus_endorobae,,,,,,,Africa,,,,8,,,,,#DIV/0!,,,NA,#DIV/0!,#DIV/0!,NA,Hylomyscus,endorobae,,N
Hylomyscus_pamfi,Hylomyscus_pamfi,,,,,,,Africa,,,,8,,,,,#DIV/0!,,,NA,#DIV/0!,#DIV/0!,NA,Hylomyscus,pamfi,,N
Hylomyscus_vulcanorum,Hylomyscus_vulcanorum,,,,,,,Africa,,,,8,,,,,#DIV/0!,,,NA,#DIV/0!,#DIV/0!,NA,Hylomyscus,vulcanorum,,N
Hylomyscus_walterverheyeni,Hylomyscus_walterverheyeni,,,,,,,Africa,,,,8,,,,,#DIV/0!,,,NA,#DIV/0!,#DIV/0!,NA,Hylomyscus,walterverheyeni,,N
Microhydromys_argenteus,Microhydromys_argenteus,,,/ IUCN map,,,,,3,,1,5,,,,,#DIV/0!,,,NA,#DIV/0!,#DIV/0!,NA,Microhydromys,argenteus,,N
Mirzamys_louiseae,Mirzamys_louiseae,T,"It is clearly terrestrial, as almost all know specimens were snaptrapped on the ground","Voss and Carleton, Systematic mammaology contributions in honor of Guy G. Musser p. 301",2,,,New Guinea,3,,1,5,,,,,#DIV/0!,,,NA,#DIV/0!,#DIV/0!,NA,Mirzamys,louiseae,,N
Mirzamys_norahae,Mirzamys_norahae,T,Clearly terrestrial,"Voss and Carleton, Systematic mammaology contributions in honor of Guy G. Musser p. 304",2,,,New Guinea,3,,1,5,,,,,#DIV/0!,,,NA,#DIV/0!,#DIV/0!,NA,Mirzamys,norahae,,N
Otomys_cheesmani,Otomys_cheesmani,C,Captured in low Acacia scrub,"Taylor, Zootaxa 3024 Specific Limits and diversity patterns in East African populations of laminate, toothed rats, genus otomys p. 45",2,,,Ethiopia,,,,8,,281.8,188.8,93,0.330021292,30.2,23.2,NA,0.492584746,0.159957627,NA,Otomys,cheesmani,,N
Otomys_fortior,Otomys_fortior,,,"Taylor, Zootaxa 3024 Specific Limits and diversity patterns in East African populations of laminate, toothed rats, genus otomys p. 45",,,,Ethiopia,,,,8,,253.9,160.2,93.7,0.36904293,28.8,21.3,NA,0.584893883,0.179775281,NA,Otomys,fortior,,N
Otomys_helleri,Otomys_helleri,,,"Taylor, Zootaxa 3024 Specific Limits and diversity patterns in East African populations of laminate, toothed rats, genus otomys p. 45",,,,Ethiopia,,,,8,,232.1,151.6,80.5,0.346833262,27,21.8,NA,0.531002639,0.178100264,NA,Otomys,helleri,,N
Otomys_karoensis,Otomys_karoensis,,,,,,,,,,,8,,,,,#DIV/0!,,,NA,#DIV/0!,#DIV/0!,NA,Otomys,karoensis,,N
Otomys_simiensis,Otomys_simiensis,,,"Taylor, Zootaxa 3024 Specific Limits and diversity patterns in East African populations of laminate, toothed rats, genus otomys p. 47",,,,Ethiopia,,,,8,,238,155.2,82.8,0.34789916,25,19.4,NA,0.533505155,0.161082474,NA,Otomys,simiensis,,N
Otomys_thomasi,Otomys_thomasi,,,"Taylor, Zootaxa 3024 Specific Limits and diversity patterns in East African populations of laminate, toothed rats, genus otomys p. 47",,,,Kenya,,,,8,,259,170.7,88.3,0.340926641,30.3,21.3,NA,0.517281781,0.177504394,NA,Otomys,thomasi,,N
Otomys_yaldeni,Otomys_yaldeni,,,"Taylor, Zootaxa 3024 Specific Limits and diversity patterns in East African populations of laminate, toothed rats, genus otomys p. 52",,,,Ethiopia,,,,8,,214.8,143.3,71.5,0.332867784,23.7,19.2,NA,0.498953245,0.165387299,NA,Otomys,yaldeni,,N
Otomys_zinki,Otomys_zinki,,,"Taylor, Zootaxa 3024 Specific Limits and diversity patterns in East African populations of laminate, toothed rats, genus otomys p. 53",,,,Tanzania,,,,8,,245.7,161.6,84.1,0.342287342,27.9,,NA,0.520420792,0.172648515,NA,Otomys,zinki,,N
Pogonomelomys_brassi,Pogonomelomys_brassi,,,,,,This is listed as a synonym of P. bruijnii,,3,,1,5,,,,,#DIV/0!,,,NA,#DIV/0!,#DIV/0!,NA,Pogonomelomys,brassi,,N
Praomys_coetzeei,Praomys_coetzeei,,,,,,,Africa,,,,8,,,,,#DIV/0!,,,NA,#DIV/0!,#DIV/0!,NA,Praomys,coetzeei,,N
Pseudohydromys_berniceae,Pseudohydromys_berniceae,T,Probably entirely or mostly terrestrial,"Voss and Carleton, Systematic mammaology contributions in honor of Guy G. Musser p. 249",2,,,New Guinea,3,,1,5,,,,,#DIV/0!,,,NA,#DIV/0!,#DIV/0!,NA,Pseudohydromys,berniceae,,N
Pseudohydromys_carlae,Pseudohydromys_carlae,T,"Judging from its closest relatives and proportionally shortened tail, it is likely terrestrial","Voss and Carleton, Systematic mammaology contributions in honor of Guy G. Musser p. 287",2,,,New Guinea,3,,1,5,,,,,#DIV/0!,,,NA,#DIV/0!,#DIV/0!,NA,Pseudohydromys,carlae,,N
Pseudohydromys_eleanorae,Pseudohydromys_eleanorae,T,Elton Traits,"Voss and Carleton, Systematic mammaology contributions in honor of Guy G. Musser p. 253",,,,New Guinea,3,,1,5,,,,,#DIV/0!,,,NA,#DIV/0!,#DIV/0!,NA,Pseudohydromys,eleanorae,,N
Pseudohydromys_germani,Pseudohydromys_germani,T,Probably terrestrial,"Voss and Carleton, Systematic mammaology contributions in honor of Guy G. Musser p. 282",2,,,New Guinea,3,,1,5,,,,,#DIV/0!,,,NA,#DIV/0!,#DIV/0!,NA,Pseudohydromys,germani,,N
Pseudohydromys_musseri,Pseudohydromys_musseri,T,Elton Traits,"Flannery, Mammals of New Guniea p.247",,,"Syn. Microhydromys musseri, only known from the holotype as of 1995",New Guinea,3,,1,5,,209,108,101,0.483253589,22,13,NA,0.935185185,0.203703704,NA,Pseudohydromys,musseri,,N
Pseudohydromys_patriciae,Pseudohydromys_patriciae,T,Elton Traits,"Voss and Carleton, Systematic mammaology contributions in honor of Guy G. Musser p. 239",,,,New Guinea,3,,1,5,,,,,#DIV/0!,,,NA,#DIV/0!,#DIV/0!,NA,Pseudohydromys,patriciae,,N
Pseudohydromys_pumehanae,Pseudohydromys_pumehanae,C,"specimens were taken in Elliot trps, one of which was placed on the ground among fallen timber. On Mt. Kirimuui one other moss mouse, presumed to be this species, was observed climbing vines high up into a tree (K. Aplin, in litt.), to our knowledge the only observation of arboreal/scansorial behavior by a species of Pseudohydromys.","Voss and Carleton, Systematic mammaology contributions in honor of Guy G. Musser p. 286",1,,,New Guinea,3,,1,5,,,,,#DIV/0!,,,NA,#DIV/0!,#DIV/0!,NA,Pseudohydromys,pumehanae,,N
Pseudohydromys_sandrae,Pseudohydromys_sandrae,T,Elton Traits,"Voss and Carleton, Systematic mammaology contributions in honor of Guy G. Musser p. 268",,,,New Guinea,3,,1,5,,,,,#DIV/0!,,,NA,#DIV/0!,#DIV/0!,NA,Pseudohydromys,sandrae,,N
Rattus_nikenii,Rattus_nikenii,T,Elton Traits,Maryanto 2010 Rattus nikenii,,,,Gag Island,2,,NA,4,,324.3,171.95,152.35,0.469781067,33,,NA,0.886013376,0.191916255,NA,Rattus,nikenii,,N
Uromys_boeadii,Uromys_boeadii,T,Terrestrial,"Flannery, Mammals of the South-West Pacific & Moluccan Islands p. 170",2,,,Biak/ Indonesia,3,,1,5,,490,255,235,0.479591837,62,25,NA,0.921568628,0.243137255,NA,Uromys,boeadii,,N
Apodemus_avicennicus,Apodemus_avicennicus,,,,,,,,,,,,,,,,,,,,,,,,,,
Apodemus_ilex,Apodemus_ilex,,,,,,,,,,,,,,,,,,,,,,,,,,
Apodemus_microps,Apodemus_microps,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassomys_albidens,Brassomys_albidens,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiromyscus_langbianis,Chiromyscus_langbianis,,,,,,,,,,,,,,,,,,,,,,,,,,
Coccymys_shawmayeri,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dasymys_alleni,Dasymys_alleni,T,Elton Traits,,,,,,,,,,,,,,,,,,,,,,,,
Dasymys_cabrali,Dasymys_cabrali,T,Elton Traits,,,,,,,,,,,,,,,,,,,,,,,,
Dasymys_capensis,Dasymys_capensis,T,Elton Traits,,,,,,,,,,,,,,,,,,,,,,,,
Dasymys_griseifrons,Dasymys_griseifrons,T,Elton Traits,,,,,,,,,,,,,,,,,,,,,,,,
Dasymys_longipilosus,Dasymys_longipilosus,T,Elton Traits,,,,,,,,,,,,,,,,,,,,,,,,
Dasymys_medius,Dasymys_medius,T,Elton Traits,,,,,,,,,,,,,,,,,,,,,,,,
Dasymys_robertsi,Dasymys_robertsi,T,Elton Traits,,,,,,,,,,,,,,,,,,,,,,,,
Dasymys_rwandae,Dasymys_rwandae,T,Elton Traits,,,,,,,,,,,,,,,,,,,,,,,,
Dasymys_sua,Dasymys_sua,T,Elton Traits,,,,,,,,,,,,,,,,,,,,,,,,
Dephomys_eburneae,Dephomys_eburneae,A,Elton Traits,,,,,,,,,,,,,,,,,,,,,,,,
Grammomys_brevirostris,Grammomys_brevirostris,,,,,,,,,,,,,,,,,,,,,,,,,,
Grammomys_poensis,Grammomys_poensis,,,,,,,,,,,,,,,,,,,,,,,,,,
Hapalomys_suntsovi,Hapalomys_suntsovi,,,,,,,,,,,,,,,,,,,,,,,,,,
Hylomyscus_heinrichorum,Hylomyscus_heinrichorum,,,,,,,,,,,,,,,,,,,,,,,,,,
Hylomyscus_kaimosae,Hylomyscus_kaimosae,,,,,,,,,,,,,,,,,,,,,,,,,,
Hylomyscus_simus,Hylomyscus_simus,,,,,,,,,,,,,,,,,,,,,,,,,,
Leopoldamys_diwangkarai,Leopoldamys_diwangkarai,,,,,,,,,,,,,,,,,,,,,,,,,,
Leopoldamys_herberti,Leopoldamys_herberti,,,,,,,,,,,,,,,,,,,,,,,,,,
Leopoldamys_revertens,Leopoldamys_revertens,,,,,,,,,,,,,,,,,,,,,,,,,,
Leptomys_arfakensis,Leptomys_arfakensis,,,,,,,,3,1,1,,,,,,,,,,,,,,,,
Leptomys_paulus,Leptomys_paulus,,,,,,,,3,1,1,,,,,,,,,,,,,,,,
Melomys_spechti,Melomys_spechti,C,Elton Traits,,,,,,3,,1,,,,,,,,,,,,,,,,
Micaelamys_granti,Micaelamys_granti,T,Elton Traits,,,,,,,,,,,,,,,,,,,,,,,,
Micaelamys_namaquensis,Micaelamys_namaquensis,T,Elton Traits,,,,,,,,,,,259.3,107.5,151.8,0.58542229,25.3,19.6,,,,,,,,
Micromys_erythrotis,Micromys_erythrotis,,,,,,,,,,,,,,,,,,,,,,,,,,
Mus_imberbis,Mus_imberbis,,,,,,,,,,,,,,,,,,,,,,,,,,
Mus_lepidoides,Mus_lepidoides,,,,,,,,,,,,,,,,,,,,,,,,,,
Mus_nitidulus,Mus_nitidulus,,,,,,,,,,,,,,,,,,,,,,,,,,
Niviventer_bukit,Niviventer_bukit,,,,,,,,,,,,,,,,,,,,,,,,,,
Niviventer_huang,Niviventer_huang,,,,,,,,,,,,,,,,,,,,,,,,,,
Niviventer_ling,Niviventer_ling,,,,,,,,,,,,,,,,,,,,,,,,,,
Niviventer_lotipes,Niviventer_lotipes,,,,,,,,,,,,,,,,,,,,,,,,,,
Notomys_robustus,Notomys_robustus,T,No climbing for Notomys,,,,,,3,,1,,,,,,,,,,,,,,,,
