loci	withRef_len	noRef_len
ENSMUSG00000047793.phy	2766	2699
ENSMUSG00000047797.phy	835	1701
ENSMUSG00000047804.phy	874	777
ENSMUSG00000047810.phy	1885	1981
ENSMUSG00000047821.phy	4079	3529
ENSMUSG00000047824.phy	2410	2584
ENSMUSG00000047861.phy	429	435
ENSMUSG00000047866.phy	3471	5785
ENSMUSG00000047867.phy	1833	1816
ENSMUSG00000047875.phy	425	422
ENSMUSG00000047878.phy	1269	1074
ENSMUSG00000047879.phy	591	594
ENSMUSG00000047880.phy	1685	1185
ENSMUSG00000047881.phy	1249	1599
ENSMUSG00000047884.phy	586	602
ENSMUSG00000047888.phy	9018	9029
ENSMUSG00000047897.phy	1108	352
ENSMUSG00000047904.phy	1063	1087
ENSMUSG00000047907.phy	4429	4494
ENSMUSG00000047911.phy	449	433
ENSMUSG00000047940.phy	2962	3303
ENSMUSG00000047986.phy	1618	1617
ENSMUSG00000047989.phy	517	518
ENSMUSG00000047996.phy	861	466
ENSMUSG00000048001.phy	803	824
ENSMUSG00000048003.phy	2162	1888
ENSMUSG00000048007.phy	906	667
ENSMUSG00000048013.phy	718	2762
ENSMUSG00000048022.phy	2403	2403
ENSMUSG00000048027.phy	695	685
ENSMUSG00000048029.phy	3957	3967
ENSMUSG00000048039.phy	370	367
ENSMUSG00000048058.phy	2228	805
ENSMUSG00000048065.phy	880	2091
ENSMUSG00000048076.phy	1331	352
ENSMUSG00000048078.phy	19243	22330
ENSMUSG00000048096.phy	1774	2288
ENSMUSG00000048100.phy	714	727
ENSMUSG00000048108.phy	2617	2549
ENSMUSG00000048118.phy	7598	7733
ENSMUSG00000048138.phy	2008	2479
ENSMUSG00000048142.phy	375	374
ENSMUSG00000048148.phy	1369	2296
ENSMUSG00000048154.phy	15220	19517
ENSMUSG00000048170.phy	4183	2088
ENSMUSG00000048175.phy	556	559
ENSMUSG00000048206.phy	449	330
ENSMUSG00000048216.phy	3886	2157
ENSMUSG00000048217.phy	1200	1200
ENSMUSG00000048230.phy	2281	2292
ENSMUSG00000048232.phy	2194	2180
ENSMUSG00000048234.phy	484	1008
ENSMUSG00000048236.phy	2509	6114
ENSMUSG00000048240.phy	397	390
ENSMUSG00000048249.phy	1655	1654
ENSMUSG00000048251.phy	2183	975
ENSMUSG00000048264.phy	3020	3021
ENSMUSG00000048271.phy	9084	10779
ENSMUSG00000048277.phy	229	237
ENSMUSG00000048281.phy	482	478
ENSMUSG00000048284.phy	831	831
ENSMUSG00000048285.phy	792	771
ENSMUSG00000048307.phy	714	944
ENSMUSG00000048310.phy	1646	1622
ENSMUSG00000048327.phy	1346	1205
ENSMUSG00000048329.phy	1925	1829
ENSMUSG00000048330.phy	2492	467
ENSMUSG00000048332.phy	309	294
ENSMUSG00000048351.phy	519	528
ENSMUSG00000048377.phy	674	658
ENSMUSG00000048379.phy	1613	1610
ENSMUSG00000048387.phy	663	663
ENSMUSG00000048388.phy	4477	4922
ENSMUSG00000048399.phy	1000	982
ENSMUSG00000048400.phy	1659	1667
ENSMUSG00000048410.phy	7698	7630
ENSMUSG00000048416.phy	477	836
ENSMUSG00000048439.phy	1319	1330
ENSMUSG00000048445.phy	680	3698
ENSMUSG00000048450.phy	1122	1116
ENSMUSG00000048473.phy	593	878
ENSMUSG00000048478.phy	563	559
ENSMUSG00000048480.phy	1135	1142
ENSMUSG00000048481.phy	1146	1162
ENSMUSG00000048483.phy	1577	1554
ENSMUSG00000048485.phy	1447	1445
ENSMUSG00000048490.phy	5769	5695
ENSMUSG00000048495.phy	1559	4395
ENSMUSG00000048503.phy	1378	1576
ENSMUSG00000048537.phy	5930	2433
ENSMUSG00000048550.phy	1932	1932
ENSMUSG00000048562.phy	385	390
ENSMUSG00000048578.phy	1823	1801
ENSMUSG00000048583.phy	1107	2890
ENSMUSG00000048602.phy	1994	1997
ENSMUSG00000048612.phy	17143	22750
ENSMUSG00000048616.phy	715	1194
ENSMUSG00000048617.phy	1443	1421
ENSMUSG00000048647.phy	1599	2887
ENSMUSG00000048655.phy	779	1538
ENSMUSG00000048661.phy	527	634
ENSMUSG00000048668.phy	1173	1198
ENSMUSG00000048677.phy	599	580
ENSMUSG00000048699.phy	112	112
ENSMUSG00000048701.phy	569	582
ENSMUSG00000048706.phy	117	121
ENSMUSG00000048707.phy	1764	1772
ENSMUSG00000048721.phy	245	172
ENSMUSG00000048731.phy	408	1100
ENSMUSG00000048732.phy	1613	1613
ENSMUSG00000048755.phy	239	245
ENSMUSG00000048756.phy	508	511
ENSMUSG00000048763.phy	1525	1484
ENSMUSG00000048764.phy	2740	2774
ENSMUSG00000048772.phy	2017	1009
ENSMUSG00000048775.phy	1842	1836
ENSMUSG00000048782.phy	1288	1322
ENSMUSG00000048787.phy	2500	518
ENSMUSG00000048794.phy	3959	3918
ENSMUSG00000048799.phy	3821	3720
ENSMUSG00000048807.phy	1089	1094
ENSMUSG00000048814.phy	2991	3823
ENSMUSG00000048826.phy	2570	2494
ENSMUSG00000048827.phy	9292	9292
ENSMUSG00000048833.phy	1930	692
ENSMUSG00000048856.phy	796	800
ENSMUSG00000048865.phy	2340	2458
ENSMUSG00000048874.phy	6470	6518
ENSMUSG00000048878.phy	2627	2472
ENSMUSG00000048895.phy	146	335
ENSMUSG00000048899.phy	923	574
ENSMUSG00000048915.phy	344	348
ENSMUSG00000048924.phy	694	692
ENSMUSG00000048930.phy	2637	1357
ENSMUSG00000048938.phy	1052	619
ENSMUSG00000048939.phy	7857	7931
ENSMUSG00000048960.phy	2130	2214
ENSMUSG00000048967.phy	890	884
ENSMUSG00000048970.phy	924	924
ENSMUSG00000048978.phy	475	460
ENSMUSG00000048981.phy	577	588
ENSMUSG00000048982.phy	421	364
ENSMUSG00000048992.phy	504	502
ENSMUSG00000048997.phy	7142	6888
ENSMUSG00000049013.phy	323	763
ENSMUSG00000049037.phy	1090	1119
ENSMUSG00000049044.phy	6853	6748
ENSMUSG00000049047.phy	3296	3259
ENSMUSG00000049076.phy	2336	8472
ENSMUSG00000049086.phy	704	684
ENSMUSG00000049092.phy	2629	2749
ENSMUSG00000049093.phy	2305	2329
ENSMUSG00000049100.phy	2327	2332
ENSMUSG00000049106.phy	2979	613
ENSMUSG00000049109.phy	1272	1315
ENSMUSG00000049115.phy	1479	1488
ENSMUSG00000049119.phy	1704	1705
ENSMUSG00000049122.phy	4331	8632
ENSMUSG00000049134.phy	11858	10174
ENSMUSG00000049148.phy	705	717
ENSMUSG00000049154.phy	1395	968
ENSMUSG00000049173.phy	900	1661
ENSMUSG00000049184.phy	1022	1048
ENSMUSG00000049225.phy	1833	1838
ENSMUSG00000049265.phy	875	872
ENSMUSG00000049281.phy	899	2328
ENSMUSG00000049287.phy	330	510
ENSMUSG00000049288.phy	1026	1026
ENSMUSG00000049291.phy	1694	1696
ENSMUSG00000049295.phy	1925	1993
ENSMUSG00000049299.phy	1600	1598
ENSMUSG00000049303.phy	605	1411
ENSMUSG00000049321.phy	1401	1397
ENSMUSG00000049323.phy	3020	3020
ENSMUSG00000049336.phy	15255	15262
ENSMUSG00000049339.phy	2089	1824
ENSMUSG00000049353.phy	609	607
ENSMUSG00000049354.phy	1889	1889
ENSMUSG00000049357.phy	614	2742
ENSMUSG00000049382.phy	1036	1097
ENSMUSG00000049396.phy	1808	1824
ENSMUSG00000049401.phy	854	864
ENSMUSG00000049404.phy	597	604
ENSMUSG00000049409.phy	335	335
ENSMUSG00000049411.phy	392	386
ENSMUSG00000049420.phy	1583	2337
ENSMUSG00000049436.phy	651	2297
ENSMUSG00000049439.phy	1810	1362
ENSMUSG00000049470.phy	8625	8870
ENSMUSG00000049482.phy	2159	2129
ENSMUSG00000049488.phy	2517	2598
ENSMUSG00000049489.phy	998	895
ENSMUSG00000049491.phy	522	2592
ENSMUSG00000049493.phy	1443	2743
ENSMUSG00000049504.phy	5299	5359
ENSMUSG00000049511.phy	603	603
ENSMUSG00000049515.phy	705	1215
ENSMUSG00000049516.phy	1211	1782
ENSMUSG00000049517.phy	273	368
ENSMUSG00000049530.phy	721	725
ENSMUSG00000049532.phy	2492	2492
ENSMUSG00000049536.phy	123	135
ENSMUSG00000049537.phy	1516	4577
ENSMUSG00000049538.phy	9694	6542
ENSMUSG00000049548.phy	2547	2558
ENSMUSG00000049550.phy	1618	1616
ENSMUSG00000049551.phy	1930	1280
ENSMUSG00000049555.phy	393	727
ENSMUSG00000049556.phy	1839	1839
ENSMUSG00000049562.phy	2932	2932
ENSMUSG00000049577.phy	2873	2878
ENSMUSG00000049583.phy	6720	6749
ENSMUSG00000049588.phy	2351	2322
ENSMUSG00000049598.phy	2143	2353
ENSMUSG00000049600.phy	510	510
ENSMUSG00000049604.phy	267	263
ENSMUSG00000049606.phy	6422	6478
ENSMUSG00000049612.phy	2041	1250
ENSMUSG00000049620.phy	1103	1063
ENSMUSG00000049624.phy	511	523
ENSMUSG00000049630.phy	720	581
ENSMUSG00000049641.phy	621	604
ENSMUSG00000049643.phy	660	628
ENSMUSG00000049649.phy	1776	1736
ENSMUSG00000049653.phy	507	513
ENSMUSG00000049657.phy	3134	3111
ENSMUSG00000049659.phy	5488	5474
ENSMUSG00000049670.phy	823	819
ENSMUSG00000049672.phy	1756	2331
ENSMUSG00000049680.phy	1931	1958
ENSMUSG00000049685.phy	1867	2012
ENSMUSG00000049686.phy	887	875
ENSMUSG00000049690.phy	4838	4869
ENSMUSG00000049709.phy	445	445
ENSMUSG00000049717.phy	2975	2620
ENSMUSG00000049719.phy	1897	1893
ENSMUSG00000049721.phy	1846	1890
ENSMUSG00000049723.phy	1423	2859
ENSMUSG00000049728.phy	623	623
ENSMUSG00000049734.phy	1339	1321
ENSMUSG00000049739.phy	5545	5489
ENSMUSG00000049744.phy	6136	6060
ENSMUSG00000049755.phy	992	3458
ENSMUSG00000049799.phy	537	530
ENSMUSG00000049807.phy	3078	2047
ENSMUSG00000049809.phy	443	458
ENSMUSG00000049823.phy	1103	1100
ENSMUSG00000049858.phy	2282	2280
ENSMUSG00000049871.phy	2301	1517
ENSMUSG00000049878.phy	444	7355
ENSMUSG00000049892.phy	1342	1342
ENSMUSG00000049897.phy	1333	1216
ENSMUSG00000049904.phy	731	728
ENSMUSG00000049907.phy	1015	1008
ENSMUSG00000049916.phy	1181	1180
ENSMUSG00000049922.phy	573	553
ENSMUSG00000049939.phy	3824	2606
ENSMUSG00000049940.phy	1140	340
ENSMUSG00000049950.phy	924	1115
ENSMUSG00000049957.phy	293	483
ENSMUSG00000049960.phy	427	397
ENSMUSG00000049969.phy	1272	1348
ENSMUSG00000049971.phy	106	101
ENSMUSG00000049985.phy	2071	2073
ENSMUSG00000049999.phy	1922	1902
ENSMUSG00000050002.phy	743	750
ENSMUSG00000050010.phy	1312	1310
ENSMUSG00000050017.phy	189	370
ENSMUSG00000050022.phy	1760	1784
ENSMUSG00000050029.phy	1467	1547
ENSMUSG00000050043.phy	349	3114
ENSMUSG00000050050.phy	7570	5779
ENSMUSG00000050052.phy	393	410
ENSMUSG00000050063.phy	815	1345
ENSMUSG00000050079.phy	6542	7661
ENSMUSG00000050087.phy	523	524
ENSMUSG00000050089.phy	1981	1899
ENSMUSG00000050100.phy	409	415
ENSMUSG00000050103.phy	1275	1220
ENSMUSG00000050105.phy	982	963
ENSMUSG00000050106.phy	4767	2512
ENSMUSG00000050107.phy	2580	2580
ENSMUSG00000050108.phy	4020	5772
ENSMUSG00000050121.phy	187	185
ENSMUSG00000050132.phy	3348	3340
ENSMUSG00000050144.phy	905	905
ENSMUSG00000050148.phy	3222	3061
ENSMUSG00000050150.phy	3060	4879
ENSMUSG00000050174.phy	788	786
ENSMUSG00000050188.phy	670	842
ENSMUSG00000050192.phy	425	416
ENSMUSG00000050199.phy	4499	10564
ENSMUSG00000050201.phy	2303	3539
ENSMUSG00000050211.phy	2872	2763
ENSMUSG00000050217.phy	1160	1147
ENSMUSG00000050232.phy	736	736
ENSMUSG00000050234.phy	1191	1193
ENSMUSG00000050240.phy	2317	2043
ENSMUSG00000050241.phy	434	468
ENSMUSG00000050244.phy	1294	1335
ENSMUSG00000050248.phy	4808	4824
ENSMUSG00000050270.phy	1272	1050
ENSMUSG00000050271.phy	1825	1825
ENSMUSG00000050272.phy	16696	8326
ENSMUSG00000050288.phy	1949	1949
ENSMUSG00000050296.phy	15931	13022
ENSMUSG00000050304.phy	915	915
ENSMUSG00000050310.phy	10296	13385
ENSMUSG00000050312.phy	1583	2438
ENSMUSG00000050315.phy	3494	3840
ENSMUSG00000050321.phy	2479	2479
ENSMUSG00000050323.phy	349	364
ENSMUSG00000050332.phy	3733	4400
ENSMUSG00000050335.phy	736	1937
ENSMUSG00000050345.phy	1200	1237
ENSMUSG00000050357.phy	3079	3074
ENSMUSG00000050368.phy	1097	1097
ENSMUSG00000050373.phy	714	654
ENSMUSG00000050377.phy	1937	1951
ENSMUSG00000050379.phy	926	856
ENSMUSG00000050382.phy	2652	2671
ENSMUSG00000050390.phy	607	609
ENSMUSG00000050394.phy	368	2141
ENSMUSG00000050395.phy	484	484
ENSMUSG00000050423.phy	622	1893
ENSMUSG00000050439.phy	1002	997
ENSMUSG00000050445.phy	1710	1635
ENSMUSG00000050447.phy	167	167
ENSMUSG00000050468.phy	1795	1779
ENSMUSG00000050471.phy	1460	1446
ENSMUSG00000050493.phy	449	408
ENSMUSG00000050505.phy	2798	2798
ENSMUSG00000050511.phy	736	807
ENSMUSG00000050520.phy	1144	1145
ENSMUSG00000050530.phy	425	2482
ENSMUSG00000050534.phy	1139	1124
ENSMUSG00000050541.phy	216	1793
ENSMUSG00000050545.phy	2437	2848
ENSMUSG00000050552.phy	816	820
ENSMUSG00000050555.phy	885	924
ENSMUSG00000050556.phy	1251	1251
ENSMUSG00000050558.phy	172	218
ENSMUSG00000050578.phy	869	2968
ENSMUSG00000050587.phy	964	972
ENSMUSG00000050592.phy	1286	1196
ENSMUSG00000050600.phy	3427	276
ENSMUSG00000050608.phy	464	534
ENSMUSG00000050619.phy	3293	3181
ENSMUSG00000050627.phy	207	534
ENSMUSG00000050628.phy	1260	978
ENSMUSG00000050640.phy	729	312
ENSMUSG00000050641.phy	471	1341
ENSMUSG00000050645.phy	225	244
ENSMUSG00000050663.phy	7096	4694
ENSMUSG00000050666.phy	616	632
ENSMUSG00000050668.phy	1890	824
ENSMUSG00000050671.phy	540	552
ENSMUSG00000050677.phy	1787	1778
ENSMUSG00000050697.phy	891	912
ENSMUSG00000050700.phy	240	238
ENSMUSG00000050705.phy	1277	1260
ENSMUSG00000050711.phy	1795	1795
ENSMUSG00000050714.phy	268	266
ENSMUSG00000050721.phy	1554	1543
ENSMUSG00000050730.phy	7511	7856
ENSMUSG00000050732.phy	940	410
ENSMUSG00000050747.phy	490	434
ENSMUSG00000050751.phy	496	1124
ENSMUSG00000050762.phy	847	2422
ENSMUSG00000050777.phy	1039	1232
ENSMUSG00000050786.phy	900	905
ENSMUSG00000050796.phy	1815	1842
ENSMUSG00000050808.phy	1234	1338
ENSMUSG00000050812.phy	20152	15600
ENSMUSG00000050822.phy	419	422
ENSMUSG00000050830.phy	704	699
ENSMUSG00000050840.phy	2417	2427
ENSMUSG00000050854.phy	1483	1630
ENSMUSG00000050856.phy	592	723
ENSMUSG00000050860.phy	144	168
ENSMUSG00000050866.phy	483	494
ENSMUSG00000050875.phy	573	589
ENSMUSG00000050890.phy	1429	1415
ENSMUSG00000050896.phy	1330	1324
ENSMUSG00000050901.phy	862	1057
ENSMUSG00000050908.phy	908	1451
ENSMUSG00000050910.phy	2208	2620
ENSMUSG00000050912.phy	364	1221
ENSMUSG00000050914.phy	260	240
ENSMUSG00000050917.phy	917	911
ENSMUSG00000050919.phy	1890	1887
ENSMUSG00000050921.phy	1141	1152
ENSMUSG00000050926.phy	2031	387
ENSMUSG00000050931.phy	260	265
ENSMUSG00000050945.phy	2663	2035
ENSMUSG00000050947.phy	4609	4587
ENSMUSG00000050953.phy	1441	1441
ENSMUSG00000050954.phy	235	233
ENSMUSG00000050965.phy	7036	7083
ENSMUSG00000050966.phy	183	179
ENSMUSG00000050967.phy	736	331
ENSMUSG00000051022.phy	1441	1194
ENSMUSG00000051043.phy	1249	1719
ENSMUSG00000051048.phy	3803	1968
ENSMUSG00000051056.phy	1529	1527
ENSMUSG00000051065.phy	1894	1898
ENSMUSG00000051076.phy	793	783
ENSMUSG00000051079.phy	2426	2400
ENSMUSG00000051081.phy	567	568
ENSMUSG00000051098.phy	277	281
ENSMUSG00000051111.phy	735	4453
ENSMUSG00000051149.phy	4544	5310
ENSMUSG00000051153.phy	1015	1022
ENSMUSG00000051154.phy	1975	1955
ENSMUSG00000051159.phy	231	229
ENSMUSG00000051166.phy	13813	4311
ENSMUSG00000051169.phy	2881	895
ENSMUSG00000051177.phy	15126	8795
ENSMUSG00000051185.phy	521	509
ENSMUSG00000051220.phy	2840	2842
ENSMUSG00000051223.phy	643	637
ENSMUSG00000051225.phy	1109	1080
ENSMUSG00000051228.phy	186	286
ENSMUSG00000051232.phy	917	1656
ENSMUSG00000051235.phy	4445	4469
ENSMUSG00000051243.phy	2219	2219
ENSMUSG00000051246.phy	1529	1528
ENSMUSG00000051251.phy	936	916
ENSMUSG00000051256.phy	697	696
ENSMUSG00000051276.phy	1237	1187
ENSMUSG00000051279.phy	198	187
ENSMUSG00000051285.phy	1133	237
ENSMUSG00000051306.phy	8750	8748
ENSMUSG00000051314.phy	1018	1099
ENSMUSG00000051323.phy	3504	3491
ENSMUSG00000051329.phy	3296	3441
ENSMUSG00000051331.phy	19685	17071
ENSMUSG00000051335.phy	133	134
ENSMUSG00000051341.phy	2391	2768
ENSMUSG00000051343.phy	4120	4118
ENSMUSG00000051344.phy	1757	1725
ENSMUSG00000051346.phy	838	829
ENSMUSG00000051359.phy	749	423
ENSMUSG00000051367.phy	473	473
ENSMUSG00000051373.phy	188	186
ENSMUSG00000051375.phy	2143	2143
ENSMUSG00000051378.phy	2941	2637
ENSMUSG00000051379.phy	3607	2760
ENSMUSG00000051391.phy	569	565
ENSMUSG00000051396.phy	264	265
ENSMUSG00000051403.phy	3477	3384
ENSMUSG00000051413.phy	2606	2578
ENSMUSG00000051431.phy	1167	1167
ENSMUSG00000051435.phy	3954	4528
ENSMUSG00000051437.phy	2032	2032
ENSMUSG00000051444.phy	2509	2120
ENSMUSG00000051451.phy	784	860
ENSMUSG00000051455.phy	1847	6568
ENSMUSG00000051469.phy	760	765
ENSMUSG00000051497.phy	133	137
ENSMUSG00000051498.phy	1428	1420
ENSMUSG00000051499.phy	2072	2048
ENSMUSG00000051502.phy	831	831
ENSMUSG00000051506.phy	17572	1878
ENSMUSG00000051510.phy	634	767
ENSMUSG00000051517.phy	2565	1606
ENSMUSG00000051518.phy	293	301
ENSMUSG00000051527.phy	2546	2568
ENSMUSG00000051557.phy	2333	2287
ENSMUSG00000051579.phy	626	2397
ENSMUSG00000051586.phy	14662	4964
ENSMUSG00000051596.phy	1222	1261
ENSMUSG00000051599.phy	1852	1835
ENSMUSG00000051615.phy	312	487
ENSMUSG00000051618.phy	2067	2067
ENSMUSG00000051648.phy	4088	4622
ENSMUSG00000051650.phy	151	127
ENSMUSG00000051652.phy	784	786
ENSMUSG00000051663.phy	2550	2550
ENSMUSG00000051674.phy	5040	4086
ENSMUSG00000051675.phy	2492	2492
ENSMUSG00000051703.phy	2466	2537
ENSMUSG00000051705.phy	785	785
ENSMUSG00000051721.phy	1885	1861
ENSMUSG00000051730.phy	534	533
ENSMUSG00000051732.phy	2181	2172
ENSMUSG00000051735.phy	2043	1682
ENSMUSG00000051736.phy	593	587
ENSMUSG00000051768.phy	824	787
ENSMUSG00000051769.phy	510	498
ENSMUSG00000051786.phy	9709	9688
ENSMUSG00000051790.phy	3789	3686
ENSMUSG00000051811.phy	926	956
ENSMUSG00000051817.phy	1104	1094
ENSMUSG00000051855.phy	964	2193
ENSMUSG00000051860.phy	412	383
ENSMUSG00000051879.phy	3783	2732
ENSMUSG00000051890.phy	3033	1134
ENSMUSG00000051896.phy	423	1111
ENSMUSG00000051900.phy	9465	9401
ENSMUSG00000051910.phy	6904	6914
ENSMUSG00000051917.phy	727	727
ENSMUSG00000051920.phy	684	1845
ENSMUSG00000051934.phy	969	972
ENSMUSG00000051936.phy	358	356
ENSMUSG00000051950.phy	461	465
ENSMUSG00000051969.phy	2818	2819
ENSMUSG00000051978.phy	1397	1467
ENSMUSG00000051980.phy	4988	4988
ENSMUSG00000051984.phy	8327	8488
ENSMUSG00000051985.phy	5324	9666
ENSMUSG00000051989.phy	779	541
ENSMUSG00000052026.phy	4671	4718
ENSMUSG00000052033.phy	292	1356
ENSMUSG00000052056.phy	4324	1105
ENSMUSG00000052062.phy	7668	10024
ENSMUSG00000052085.phy	14812	14678
ENSMUSG00000052087.phy	4569	2215
ENSMUSG00000052102.phy	441	447
ENSMUSG00000052131.phy	661	664
ENSMUSG00000052133.phy	7869	7835
ENSMUSG00000052135.phy	197	196
ENSMUSG00000052139.phy	882	4259
ENSMUSG00000052142.phy	5134	5117
ENSMUSG00000052144.phy	413	1179
ENSMUSG00000052151.phy	1804	1992
ENSMUSG00000052155.phy	7674	7567
ENSMUSG00000052160.phy	1000	1494
ENSMUSG00000052187.phy	761	786
ENSMUSG00000052217.phy	331	355
ENSMUSG00000052221.phy	2581	2611
ENSMUSG00000052229.phy	212	222
ENSMUSG00000052234.phy	5004	1006
ENSMUSG00000052271.phy	136	102
ENSMUSG00000052276.phy	306	300
ENSMUSG00000052296.phy	3490	3222
ENSMUSG00000052298.phy	1448	2100
ENSMUSG00000052299.phy	4400	9536
ENSMUSG00000052301.phy	1962	1939
ENSMUSG00000052302.phy	1599	3572
ENSMUSG00000052310.phy	697	1912
ENSMUSG00000052316.phy	117	174
ENSMUSG00000052331.phy	526	528
ENSMUSG00000052337.phy	3938	4015
ENSMUSG00000052353.phy	9319	5340
ENSMUSG00000052364.phy	1773	1770
ENSMUSG00000052369.phy	483	550
ENSMUSG00000052372.phy	762	1143
ENSMUSG00000052373.phy	3624	3726
ENSMUSG00000052374.phy	4351	7674
ENSMUSG00000052384.phy	2799	2792
ENSMUSG00000052387.phy	5210	5203
ENSMUSG00000052392.phy	491	198
ENSMUSG00000052395.phy	2441	2418
ENSMUSG00000052396.phy	2107	2094
ENSMUSG00000052397.phy	405	415
ENSMUSG00000052423.phy	2117	917
ENSMUSG00000052428.phy	922	532
ENSMUSG00000052430.phy	4063	4095
ENSMUSG00000052446.phy	1593	1599
ENSMUSG00000052456.phy	714	713
ENSMUSG00000052459.phy	842	828
ENSMUSG00000052468.phy	675	648
ENSMUSG00000052485.phy	289	293
ENSMUSG00000052488.phy	4583	5341
ENSMUSG00000052496.phy	6268	6270
ENSMUSG00000052504.phy	1976	1974
ENSMUSG00000052512.phy	7091	7137
ENSMUSG00000052516.phy	11705	11479
ENSMUSG00000052525.phy	578	564
ENSMUSG00000052533.phy	6818	5216
ENSMUSG00000052539.phy	4231	9261
ENSMUSG00000052544.phy	1231	1206
ENSMUSG00000052549.phy	566	573
ENSMUSG00000052551.phy	1635	1639
ENSMUSG00000052557.phy	3411	4288
ENSMUSG00000052560.phy	2597	1009
ENSMUSG00000052566.phy	4055	4801
ENSMUSG00000052572.phy	5708	5445
ENSMUSG00000052581.phy	4613	4590
ENSMUSG00000052593.phy	3705	9471
ENSMUSG00000052595.phy	3982	4196
ENSMUSG00000052605.phy	1268	860
ENSMUSG00000052609.phy	7669	6902
ENSMUSG00000052616.phy	6685	6736
ENSMUSG00000052632.phy	6908	6820
ENSMUSG00000052642.phy	477	426
ENSMUSG00000052656.phy	2853	2888
ENSMUSG00000052676.phy	1028	1040
ENSMUSG00000052681.phy	437	448
ENSMUSG00000052684.phy	2098	2098
ENSMUSG00000052688.phy	1072	1380
ENSMUSG00000052698.phy	4496	19421
ENSMUSG00000052707.phy	14033	13997
ENSMUSG00000052712.phy	1921	1582
ENSMUSG00000052713.phy	4071	4071
ENSMUSG00000052726.phy	13257	13107
ENSMUSG00000052727.phy	6977	7924
ENSMUSG00000052738.phy	717	1801
ENSMUSG00000052748.phy	3074	3060
ENSMUSG00000052751.phy	625	617
ENSMUSG00000052752.phy	4760	4275
ENSMUSG00000052759.phy	1238	1253
ENSMUSG00000052763.phy	2382	2763
ENSMUSG00000052783.phy	2621	6998
ENSMUSG00000052798.phy	1731	7013
ENSMUSG00000052812.phy	1172	1186
ENSMUSG00000052819.phy	2001	2005
ENSMUSG00000052821.phy	1410	2408
ENSMUSG00000052833.phy	789	805
ENSMUSG00000052837.phy	105	185
ENSMUSG00000052850.phy	1094	1211
ENSMUSG00000052852.phy	3657	3732
ENSMUSG00000052861.phy	19123	19337
ENSMUSG00000052889.phy	2284	2429
ENSMUSG00000052906.phy	985	1036
ENSMUSG00000052911.phy	10060	8456
ENSMUSG00000052914.phy	1323	1339
ENSMUSG00000052915.phy	5262	5239
ENSMUSG00000052917.phy	7451	3087
ENSMUSG00000052921.phy	4370	1665
ENSMUSG00000052926.phy	2779	882
ENSMUSG00000052928.phy	2362	1222
ENSMUSG00000052934.phy	509	484
ENSMUSG00000052942.phy	4547	4490
ENSMUSG00000052949.phy	255	5356
ENSMUSG00000052955.phy	1856	654
ENSMUSG00000052957.phy	1239	1366
ENSMUSG00000052962.phy	833	608
ENSMUSG00000052974.phy	3381	3433
ENSMUSG00000052997.phy	5354	2772
ENSMUSG00000053007.phy	1140	1362
ENSMUSG00000053024.phy	4751	4778
ENSMUSG00000053046.phy	2433	7204
ENSMUSG00000053054.phy	2104	2125
ENSMUSG00000053062.phy	223	222
ENSMUSG00000053070.phy	2706	1848
ENSMUSG00000053093.phy	2287	2278
ENSMUSG00000053094.phy	607	643
ENSMUSG00000053110.phy	987	1056
ENSMUSG00000053111.phy	2671	2690
ENSMUSG00000053113.phy	1814	1418
ENSMUSG00000053119.phy	708	3944
ENSMUSG00000053129.phy	901	876
ENSMUSG00000053134.phy	937	942
ENSMUSG00000053137.phy	2531	2483
ENSMUSG00000053141.phy	14207	14104
ENSMUSG00000053158.phy	4586	4529
ENSMUSG00000053164.phy	1367	1348
ENSMUSG00000053166.phy	1362	1376
ENSMUSG00000053184.phy	344	347
ENSMUSG00000053192.phy	995	1055
ENSMUSG00000053194.phy	246	248
ENSMUSG00000053198.phy	4404	4391
ENSMUSG00000053199.phy	7828	6121
ENSMUSG00000053216.phy	1544	904
ENSMUSG00000053226.phy	319	324
ENSMUSG00000053228.phy	3534	3444
ENSMUSG00000053253.phy	1520	517
ENSMUSG00000053279.phy	601	614
ENSMUSG00000053286.phy	4490	2064
ENSMUSG00000053289.phy	2367	2318
ENSMUSG00000053291.phy	1015	574
ENSMUSG00000053293.phy	6520	6483
ENSMUSG00000053310.phy	290	296
ENSMUSG00000053318.phy	1024	1026
ENSMUSG00000053329.phy	1153	1094
ENSMUSG00000053333.phy	6275	6271
ENSMUSG00000053338.phy	1260	1258
ENSMUSG00000053347.phy	3300	2431
ENSMUSG00000053368.phy	4294	5044
ENSMUSG00000053388.phy	961	953
ENSMUSG00000053395.phy	389	378
ENSMUSG00000053398.phy	237	229
ENSMUSG00000053411.phy	494	486
ENSMUSG00000053414.phy	3670	1758
ENSMUSG00000053436.phy	376	414
ENSMUSG00000053453.phy	933	1242
ENSMUSG00000053460.phy	2412	2467
ENSMUSG00000053469.phy	2243	4662
ENSMUSG00000053470.phy	8379	6389
ENSMUSG00000053475.phy	685	689
ENSMUSG00000053477.phy	3175	3854
ENSMUSG00000053483.phy	3853	3853
ENSMUSG00000053508.phy	707	1947
ENSMUSG00000053510.phy	9812	8624
ENSMUSG00000053519.phy	2252	1112
ENSMUSG00000053522.phy	426	726
ENSMUSG00000053550.phy	1657	302
ENSMUSG00000053552.phy	3523	3580
